Year,="Calibration Data: Energy Balance Model.Surface Temperature Anomaly[1]",="Run 1: Energy Balance Model.Surface Temperature Anomaly[1]",="Calibration Data: Emissions.Total CO2 Emissions[1]",="Run 1: Emissions.Total CO2 Emissions[1]",="Calibration Data: Emissions.CO2 emissions from Energy[1]",="Run 1: Emissions.CO2 emissions from Energy[1]",="Calibration Data: Emissions.CO2 Emissions from Food and Land Use[1]",="Run 1: Emissions.CO2 Emissions from Food and Land Use[1]",="Run 1: solar energy.Current Solar Capacity[1]",="Run 1: wind energy.Current Wind Capacity[1]",="Run 1: bio fuel energy.bio fuel production Capacity[1]",="Calibration Data: bio fuel energy.bio fuel production[1]",="Run 1: bio fuel energy.bio fuel production[1]",="Run 1: fossil energy coal.Fossil Energy and Fuel Capital[1]",="Run 1: fossil energy gas.Fossil Energy and Fuel Capital[1]",="Run 1: fossil energy oil.Fossil Energy and Fuel Capital[1]",="Calibration Data: hydropower energy.Hydropower Energy Capacity[1]",="Run 1: hydropower energy.Hydropower Energy Capacity[1]",="Calibration Data: nuclear energy.Nuclear Energy Capacity[1]",="Run 1: nuclear energy.Nuclear Energy Capacity[1]",="Run 1: CCS.Storing CO2[1]",="Calibration Data: energy supply.Total Energy Output[1]",="Run 1: energy supply.Total Energy Output[1]",="Calibration Data: fossil energy coal.Secondary Fossil Energy Output[1]",="Run 1: fossil energy coal.Secondary Fossil Energy Output[1]",="Calibration Data: fossil energy gas.Secondary Fossil Energy Output[1]",="Run 1: fossil energy gas.Secondary Fossil Energy Output[1]",="Calibration Data: fossil energy oil.Secondary Fossil Energy Output[1]",="Run 1: fossil energy oil.Secondary Fossil Energy Output[1]",="Calibration Data: nuclear energy.Nuclear Energy Output[1]",="Run 1: nuclear energy.Nuclear Energy Output[1]",="Calibration Data: bio fuel energy.bio fuel secondary energy output[1]",="Run 1: bio fuel energy.bio fuel secondary energy output[1]",="Calibration Data: hydropower energy.Hydropower Energy Output[1]",="Run 1: hydropower energy.Hydropower Energy Output[1]",="Calibration Data: solar energy.Solar Energy Output[1]",="Run 1: solar energy.Solar Energy Output[1]",="Calibration Data: wind energy.Wind Energy Output[1]",="Run 1: wind energy.Wind Energy Output[1]"
2011,0.884803922,0.932007939969,39784.42779,37659.452417,33147.04611,31471.3791308,5278.482118,4934.06152013,31.3385176138,177.232453801,136.984581752,127.5105671,125.061014634,3831228509760,4130727182030,10438868450200,953.9698,961.101539223,350.66,358.389020027,0,55840.23727,53434.9648299,16955.97814,16139.9871308,12482.95338,12013.2741388,18676.82782,18249.5014805,2709.467655,2687.9176502,281.2213346,269.201032007,3717.90624,3696.14112442,,53.0650260139,,325.877247115
2012,0.912303922,0.960295552392,40653.57271,38277.3057007,33606.62829,31947.1178615,5652.1246,4990.18013345,33.9522304491,235.30313191,149.655201473,128.9070145,136.810067735,3865501344240,4227338603110,10563833397300,984.67844,993.372358984,350.94,360.26874164,0,56971.51041,54711.0015467,17106.03374,16413.0201445,12890.62966,12434.6259068,19087.332,18555.0221499,2523.672554,2702.0155623,294.1234094,295.929094449,3876.375671,3820.24612183,,57.4907854357,526.113,432.651781431
2013,0.939803922,0.990310768049,40419.45774,38865.4279053,33848.40832,32392.1481903,5116.361825,5044.97054387,39.2476707622,296.861791082,160.025395196,138.6094525,146.522160971,3897342986300,4324930188530,10705911449300,1029.5624,1024.8662685,349.47,362.152759116,0,58314.51575,56005.1411498,17462.90393,16665.4833712,13170.93878,12867.6447588,19394.41002,18883.5889905,2543.825637,2716.14569337,320.5855666,318.617869335,4032.271238,3941.36332889,,66.4574724192,636.479,545.839665235
2014,1.009803922,1.01861025601,40847.95364,39347.7668129,33949.00234,32773.3205459,5396.412769,5070.13711772,48.694121741,358.354586009,167.956580972,148.3443219,154.147463758,3922153368430,4417218931550,10848136110500,1066.1928,1055.18964778,353.96,363.917546278,0,59291.29096,57243.8678249,17640.37504,16879.3272946,13344.95035,13291.5686552,19651.70732,19207.1953494,2595.772555,2729.38159709,340.5798943,337.056495012,4139.686769,4057.9789877,192.602,82.4530014072,712.13,658.906444477
2015,1.159803922,1.04167031859,40938.15351,39699.583177,33955.12551,33086.2061089,5531.812252,5057.12613886,65.0650825651,417.594835973,174.634174313,148.570597,160.715163672,3940634902660,4503388850510,10960483674600,1098.4295,1085.22695391,360.5,366.047164875,0,60098.73501,58399.2525689,17266.64629,17056.4967981,13737.30466,13700.4265894,20150.99125,19492.3786303,2630.724254,2745.35373656,355.9715435,353.097163601,4128.990946,4173.49448519,252.269,110.173695561,827.886,767.831470129
2016,1.272303922,1.06232853049,39824.53371,39910.2386593,33927.64075,33330.107927,4406.432866,4996.50326328,90.3121757012,475.827950315,180.601998608,153.1515459,166.754122388,3949398606530,4580705185690,11040753247800,1129.0008,1113.9862479,368.19,368.66139298,0,61081.66268,59447.5246888,16994.18788,17194.3377355,14008.84662,14084.8624159,20701.84388,19723.4312827,2669.863988,2764.96044735,374.3810873,368.00883679,4274.581816,4284.09508764,324.797,152.924206946,952.944,874.904675886
2017,1.182303922,1.08580360628,40222.56094,40038.3802872,34481.81157,33521.1026618,4231.194917,4922.80489342,125.591792687,543.10168777,188.767841608,157.374637,174.64474524,3941489722010,4648744557370,11083893018700,1151.1094,1139.32219694,369.42,372.289048353,0,62900.82194,60383.7407655,17277.312,17292.6340807,14607.028,14441.0837684,21191.52,19877.8453225,2693.7116,2792.16786264,384.001904,387.215808816,4330.6368,4381.53041507,437.515,212.662635425,1131.755,998.60087201
2018,1.109803922,1.11022776878,40576.7994,40073.8207015,35177.35001,33657.4107081,3844.874479,4814.20308965,171.207819866,621.229310417,197.402942265,170.5508059,183.19656758,3944910021660,4704893509390,11082527727800,1173.3864,1160.31561946,374.11,376.230552188,0,64852.09954,61256.3028877,17607.56083,17420.9127721,15386.63798,14761.1867148,21489.64781,19950.0848433,2752.550182,2821.72914141,417.5540758,407.966226797,4449.142015,4462.26553945,560.036,289.903547033,1258.926,1142.25410281
2019,1.234803922,1.13208742524,40892.68994,40132.2722673,35482.60497,33788.6049592,3786.898474,4720.41156746,229.279670352,713.82593523,207.078421256,176.8486547,192.618426464,3951973862020,4756934661180,11057235674000,1191.478,1178.377521,369.59,380.74490196,0,65833.62458,62128.762672,17570.97822,17569.8213569,15752.21894,15066.8468429,21610.05199,19973.2586528,2850.142322,2855.5867647,451.2439315,430.775047871,4507.796003,4531.72681314,689.902,388.235711134,1412.636,1312.51148254
2020,1.264803922,1.15277606911,38567.0931,40270.2088173,33489.62171,33941.0674881,3439.134048,4660.46170873,301.035928989,824.322687733,216.966828303,168.1796857,202.127531784,3970610648130,4808701057580,11021179091500,1212.8989,1193.8770574,369.8,385.654442335,0,63783.76103,63066.2647993,17110.93125,17763.4333835,15661.60914,15369.7964344,19719.84489,19969.9604717,2741.550215,2892.40831751,432.9739155,453.910988949,4631.670441,4591.33391144,835.685,509.7394714,1588.319,1515.68182041
